,ts,action,img_path,user_x,lat,lon
93221,1600587540.0,entertainment,./ETRI_data_RP_png/user12/1600554660/RP/1600587540.png,user12,37.605258035000006,126.966070375
93231,1600229040.0,work,./ETRI_data_RP_png/user04/1600207800/RP/1600229040.png,user04,37.47773238333334,127.12254002499998
93239,1599361200.0,socialising,./ETRI_data_RP_png/user04/1599347400/RP/1599361200.png,user04,37.43489481499999,127.138899165
93240,1599361200.0,entertainment,./ETRI_data_RP_png/user12/1599345000/RP/1599361200.png,user12,37.54689156363636,127.7101446181818
93256,1601030700.0,outdoor_act,./ETRI_data_RP_png/user04/1600986000/RP/1601030700.png,user04,37.481200191666666,127.14260320833334
93266,1600153740.0,work,./ETRI_data_RP_png/user04/1600122300/RP/1600153740.png,user04,37.47770365,127.12265448333332
93274,1599267000.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599267000.png,user04,37.485585725,127.10446063333336
93288,1600657080.0,work,./ETRI_data_RP_png/user02/1600614000/RP/1600657080.png,user02,37.52183507,127.03266568
93299,1600657080.0,meal,./ETRI_data_RP_png/user04/1600640400/RP/1600657080.png,user04,37.47733781666667,127.12576735833332
93309,1600843740.0,work,./ETRI_data_RP_png/user02/1600786800/RP/1600843740.png,user02,37.52151679999999,127.03270856
93320,1600843740.0,work,./ETRI_data_RP_png/user04/1600816860/RP/1600843740.png,user04,37.477679083333335,127.12232139166667
93324,1599461400.0,work,./ETRI_data_RP_png/user04/1599430860/RP/1599461400.png,user04,37.47764998333333,127.12228545833334
93341,1600920900.0,travel,./ETRI_data_RP_png/user04/1600899900/RP/1600920900.png,user04,37.477740625,127.1226455166667
93362,1601181000.0,meal,./ETRI_data_RP_png/user04/1601163000/RP/1601181000.png,user04,37.43834087500001,127.14555345
93365,1598861760.0,work,./ETRI_data_RP_png/user04/1598828400/RP/1598861760.png,user04,37.477756335,127.12308157
93373,1599122880.0,work,./ETRI_data_RP_png/user04/1599085500/RP/1599122880.png,user04,37.47772359166667,127.12250995
93375,1599122880.0,work,./ETRI_data_RP_png/user02/1599058800/RP/1599122880.png,user02,37.52126241111111,127.03292364444444
93380,1601121000.0,household,./ETRI_data_RP_png/user04/1601079300/RP/1601121000.png,user04,37.43497694166666,127.13889348333332
93397,1599447660.0,work,./ETRI_data_RP_png/user04/1599430860/RP/1599447660.png,user04,37.47789743333334,127.12323898333334
93407,1601106060.0,socialising,./ETRI_data_RP_png/user04/1601079300/RP/1601106060.png,user04,37.43503982727273,127.13886655454549
93408,1601106060.0,shop,./ETRI_data_RP_png/user12/1601076000/RP/1601106060.png,user12,37.561110375,126.99628591
93414,1601106060.0,travel,./ETRI_data_RP_png/user02/1601046000/RP/1601106060.png,user02,37.528525566666666,127.03081796666667
93436,1599895140.0,socialising,./ETRI_data_RP_png/user04/1599859800/RP/1599895140.png,user04,37.434928875,127.13886765000002
93445,1599895140.0,travel,./ETRI_data_RP_png/user02/1599893100/RP/1599895140.png,user02,37.55346012222222,127.17752935555556
93459,1600083000.0,outdoor_act,./ETRI_data_RP_png/user04/1600035000/RP/1600083000.png,user04,37.48123316666666,127.14257162500002
93467,1600862640.0,outdoor_act,./ETRI_data_RP_png/user04/1600816860/RP/1600862640.png,user04,37.48121319166667,127.14260638333336
93492,1600475400.0,recreation_media,./ETRI_data_RP_png/user04/1600470000/RP/1600475400.png,user04,37.43493154166666,127.13886764166664
93498,1601205960.0,recreation_media,./ETRI_data_RP_png/user04/1601163000/RP/1601205960.png,user04,37.43495985,127.138863625
93506,1598954640.0,work,./ETRI_data_RP_png/user02/1598886000/RP/1598954640.png,user02,37.52157395555556,127.03284750000002
93510,1598954640.0,household,./ETRI_data_RP_png/user04/1598912400/RP/1598954640.png,user04,37.434957716666666,127.13885995000004
93514,1599644160.0,shop,./ETRI_data_RP_png/user12/1599600600/RP/1599644160.png,user12,37.60994435833333,126.92871124166663
93518,1599644160.0,entertainment,./ETRI_data_RP_png/user11/1599577260/RP/1599644160.png,user11,37.48460178333333,126.98158130833332
93523,1599861180.0,recreation_media,./ETRI_data_RP_png/user04/1599859800/RP/1599861180.png,user04,37.43494615,127.13887614166669
93536,1600679400.0,work,./ETRI_data_RP_png/user04/1600640400/RP/1600679400.png,user04,37.47775056666666,127.12234773333334
93543,1600077960.0,outdoor_act,./ETRI_data_RP_png/user04/1600035000/RP/1600077960.png,user04,37.48122859411765,127.14256813529413
93550,1599272040.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599272040.png,user04,35.4976659263158,126.7999706473684
93557,1599444960.0,work,./ETRI_data_RP_png/user04/1599430860/RP/1599444960.png,user04,37.4777063,127.12265196363636
93572,1598920740.0,work,./ETRI_data_RP_png/user04/1598912400/RP/1598920740.png,user04,37.47767449166667,127.12252259166668
93574,1598920740.0,work,./ETRI_data_RP_png/user02/1598886000/RP/1598920740.png,user02,37.5215721,127.0327796375
93590,1600499580.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600499580.png,user04,37.43492947272728,127.13886363636362
93602,1600915680.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600915680.png,user04,37.47754306666666,127.12466733333336
93616,1599566220.0,outdoor_act,./ETRI_data_RP_png/user04/1599522960/RP/1599566220.png,user04,37.43496439166666,127.138896725
93618,1599106620.0,work,./ETRI_data_RP_png/user02/1599058800/RP/1599106620.png,user02,37.52098888888889,127.03279017777776
93625,1599106620.0,work,./ETRI_data_RP_png/user04/1599085500/RP/1599106620.png,user04,37.47771626666667,127.1224642
93637,1601185380.0,household,./ETRI_data_RP_png/user04/1601163000/RP/1601185380.png,user04,37.44036778,127.144995185
93643,1601025660.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1601025660.png,user04,37.47770478333333,127.12262590833336
93652,1600486380.0,meal,./ETRI_data_RP_png/user04/1600470000/RP/1600486380.png,user04,37.434941325,127.138868425
93658,1599862620.0,recreation_media,./ETRI_data_RP_png/user04/1599859800/RP/1599862620.png,user04,37.434974158333326,127.13889859166666
93666,1599433200.0,travel,./ETRI_data_RP_png/user04/1599430860/RP/1599433200.png,user04,37.4351478,127.13851164166664
93678,1600938300.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600938300.png,user04,37.47767245833334,127.12228778333332
93695,1599899460.0,meal,./ETRI_data_RP_png/user02/1599893100/RP/1599899460.png,user02,37.52983493333333,127.03764787499996
93704,1599899580.0,travel,./ETRI_data_RP_png/user04/1599859800/RP/1599899580.png,user04,37.43315144,127.13823227
93708,1600141800.0,travel,./ETRI_data_RP_png/user04/1600122300/RP/1600141800.png,user04,37.460530655,127.12619583
93713,1600141800.0,community_interaction,./ETRI_data_RP_png/user06/1600095600/RP/1600141800.png,user06,37.12640026999999,127.48664800000002
93724,1600000740.0,recreation_media,./ETRI_data_RP_png/user04/1599957060/RP/1600000740.png,user04,37.434972008333325,127.13889128333334
93740,1600145400.0,work,./ETRI_data_RP_png/user04/1600122300/RP/1600145400.png,user04,37.47768555,127.12241394166666
93748,1600993140.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1600993140.png,user02,37.5215278,127.03276567
93753,1600993140.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1600993140.png,user04,37.47768985833333,127.12307209166666
93756,1600322940.0,work,./ETRI_data_RP_png/user04/1600294800/RP/1600322940.png,user04,37.60203094499999,127.021342145
93772,1600431840.0,household,./ETRI_data_RP_png/user04/1600380900/RP/1600431840.png,user04,37.48122432500001,127.14249103333331
93783,1599216420.0,meal,./ETRI_data_RP_png/user04/1599174600/RP/1599216420.png,user04,37.434974175,127.13891701666668
93791,1600749120.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600749120.png,user02,37.52150405833333,127.03270076666666
93797,1600749120.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600749120.png,user04,37.47771989166667,127.12261725833332
93809,1600757880.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600757880.png,user02,37.5215135,127.03270087777776
93825,1601094180.0,recreation_media,./ETRI_data_RP_png/user04/1601079300/RP/1601094180.png,user04,37.43497985454546,127.13888817272726
93829,1601094180.0,recreation_media,./ETRI_data_RP_png/user02/1601046000/RP/1601094180.png,user02,37.52982228333333,127.03758966666668
93836,1601094180.0,personal_care,./ETRI_data_RP_png/user06/1601046000/RP/1601094180.png,user06,37.513664415,127.04574094499996
93847,1600150020.0,work,./ETRI_data_RP_png/user04/1600122300/RP/1600150020.png,user04,37.47768739999999,127.12240329166669
93851,1598927520.0,work,./ETRI_data_RP_png/user04/1598912400/RP/1598927520.png,user04,37.477755733333325,127.12254825
93853,1598927520.0,work,./ETRI_data_RP_png/user02/1598886000/RP/1598927520.png,user02,37.5215445,127.03286180833334
93865,1600151940.0,work,./ETRI_data_RP_png/user04/1600122300/RP/1600151940.png,user04,37.47768936666667,127.12235860000004
93886,1600917720.0,meal,./ETRI_data_RP_png/user04/1600899900/RP/1600917720.png,user04,37.47809162666667,127.12396923333333
93891,1599041160.0,household,./ETRI_data_RP_png/user04/1599001800/RP/1599041160.png,user04,37.4349119,127.13887545
93898,1599041160.0,work,./ETRI_data_RP_png/user02/1598972400/RP/1599041160.png,user02,37.52180941666666,127.03262295833332
93906,1600421340.0,work,./ETRI_data_RP_png/user04/1600380900/RP/1600421340.png,user04,37.47774379999999,127.12321525833332
93925,1601088060.0,recreation_media,./ETRI_data_RP_png/user04/1601079300/RP/1601088060.png,user04,37.434947933333326,127.13890096666664
93928,1601088060.0,meal,./ETRI_data_RP_png/user02/1601046000/RP/1601088060.png,user02,37.529797875,127.03758315
93940,1601016900.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1601016900.png,user04,37.477673,127.12228380833336
93943,1601016900.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1601016900.png,user02,37.52153362222222,127.03271518888889
93963,1599288060.0,meal,./ETRI_data_RP_png/user04/1599261300/RP/1599288060.png,user04,35.350172727777775,126.38794953333334
93968,1599198480.0,work,./ETRI_data_RP_png/user04/1599174600/RP/1599198480.png,user04,37.4776475,127.12311084166669
93971,1599263040.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599263040.png,user04,37.43495405,127.138893125
93975,1599200460.0,work,./ETRI_data_RP_png/user04/1599174600/RP/1599200460.png,user04,37.477676275,127.12240866666669
93978,1600146360.0,work,./ETRI_data_RP_png/user04/1600122300/RP/1600146360.png,user04,37.477686781818186,127.12249421818184
93989,1599564900.0,outdoor_act,./ETRI_data_RP_png/user04/1599522960/RP/1599564900.png,user04,37.43496285,127.13888291666667
93996,1600415820.0,work,./ETRI_data_RP_png/user04/1600380900/RP/1600415820.png,user04,37.47775111666666,127.12263464166666
94003,1599356880.0,meal,./ETRI_data_RP_png/user04/1599347400/RP/1599356880.png,user04,37.43497669166667,127.13889619166666
94019,1600339980.0,work,./ETRI_data_RP_png/user04/1600294800/RP/1600339980.png,user04,37.47770564166667,127.12247052499998
94029,1599459600.0,work,./ETRI_data_RP_png/user04/1599430860/RP/1599459600.png,user04,37.47770946666667,127.12281549166666
94034,1600401600.0,shop,./ETRI_data_RP_png/user11/1600354800/RP/1600401600.png,user11,37.26843471428572,126.97465213571428
94039,1600401600.0,work,./ETRI_data_RP_png/user04/1600380900/RP/1600401600.png,user04,37.47777751666667,127.12308054166664
94047,1600847760.0,work,./ETRI_data_RP_png/user02/1600786800/RP/1600847760.png,user02,37.521520333333335,127.03269043333331
94068,1600847760.0,work,./ETRI_data_RP_png/user04/1600816860/RP/1600847760.png,user04,37.47769298181818,127.1226059909091
94077,1599538440.0,work,./ETRI_data_RP_png/user04/1599522960/RP/1599538440.png,user04,37.47776045,127.12270761
94088,1600756560.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600756560.png,user02,37.52150926666667,127.032706325
94106,1599871500.0,recreation_media,./ETRI_data_RP_png/user04/1599859800/RP/1599871500.png,user04,37.434960575,127.13889118333334
94115,1598867220.0,shop,./ETRI_data_RP_png/user04/1598828400/RP/1598867220.png,user04,37.47914221875,127.11862845625
94120,1601096700.0,personal_care,./ETRI_data_RP_png/user02/1601046000/RP/1601096700.png,user02,37.52973261666666,127.03756321666664
94125,1601096700.0,recreation_media,./ETRI_data_RP_png/user04/1601079300/RP/1601096700.png,user04,37.434961791666666,127.13888773333332
94133,1599280920.0,meal,./ETRI_data_RP_png/user04/1599261300/RP/1599280920.png,user04,35.17821138181819,126.9245095909091
94149,1600687140.0,outdoor_act,./ETRI_data_RP_png/user04/1600640400/RP/1600687140.png,user04,37.48121103333333,127.14260469166663
94153,1599438600.0,work,./ETRI_data_RP_png/user04/1599430860/RP/1599438600.png,user04,37.47773180833333,127.12278640833334
94154,1601870040.0,personal_care,./ETRI_data_RP_png/user06/1601823600/RP/1601870040.png,user06,37.51366305500001,127.04573187
94158,1601111220.0,meal,./ETRI_data_RP_png/user04/1601079300/RP/1601111220.png,user04,37.434964408333336,127.138871725
94163,1601111220.0,shop,./ETRI_data_RP_png/user12/1601076000/RP/1601111220.png,user12,37.609744160000005,126.928874615
94169,1601111220.0,personal_care,./ETRI_data_RP_png/user02/1601046000/RP/1601111220.png,user02,37.535374825000005,127.00976653333332
94173,1599700020.0,work,./ETRI_data_RP_png/user04/1599690000/RP/1599700020.png,user04,37.477742283333335,127.12277725
94185,1599309900.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599309900.png,user04,36.795312400000014,127.10368980000004
94188,1599221460.0,recreation_etc,./ETRI_data_RP_png/user04/1599174600/RP/1599221460.png,user04,37.435032666666665,127.13853896666666
94191,1599307980.0,shop,./ETRI_data_RP_png/user11/1599234900/RP/1599307980.png,user11,37.26856424166667,126.97445478333331
94196,1599307980.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599307980.png,user04,36.31355367333334,127.08884606666668
94202,1599994500.0,work,./ETRI_data_RP_png/user02/1599922800/RP/1599994500.png,user02,37.52156881111111,127.03270667777775
94207,1599994500.0,outdoor_act,./ETRI_data_RP_png/user04/1599957060/RP/1599994500.png,user04,37.432288735,127.13753575
94217,1600743840.0,travel,./ETRI_data_RP_png/user04/1600726800/RP/1600743840.png,user04,37.47877834166667,127.1189894
94221,1600743840.0,meal,./ETRI_data_RP_png/user02/1600700400/RP/1600743840.png,user02,37.52143477222223,127.0329552111111
94229,1599455400.0,work,./ETRI_data_RP_png/user04/1599430860/RP/1599455400.png,user04,37.47769186666667,127.12278048333332
94235,1600481880.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600481880.png,user04,37.43495224166666,127.1388791333333
94241,1599363660.0,personal_care,./ETRI_data_RP_png/user04/1599347400/RP/1599363660.png,user04,37.43496019166667,127.138900875
94242,1599363660.0,entertainment,./ETRI_data_RP_png/user12/1599345000/RP/1599363660.png,user12,37.51350225555556,128.0029367888889
94253,1598858880.0,work,./ETRI_data_RP_png/user04/1598828400/RP/1598858880.png,user04,37.47774616363636,127.12235885454544
94260,1600912680.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600912680.png,user04,37.477663375,127.12232914166664
94270,1600754460.0,work,./ETRI_data_RP_png/user04/1600726800/RP/1600754460.png,user04,37.47799655,127.12243144166668
94274,1600754460.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600754460.png,user02,37.52150176666667,127.03274189166665
94284,1601021040.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1601021040.png,user02,37.5215286,127.03271677777778
94289,1601021040.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1601021040.png,user04,37.477719416666666,127.12283133333332
94291,1601021040.0,shop,./ETRI_data_RP_png/user11/1600959600/RP/1601021040.png,user11,37.487182427777775,126.98245487222223
94297,1600817340.0,meal,./ETRI_data_RP_png/user04/1600816860/RP/1600817340.png,user04,37.43493080833334,127.13887070833334
94306,1599392040.0,hobby,./ETRI_data_RP_png/user04/1599347400/RP/1599392040.png,user04,37.434955125,127.138901625
94318,1599555720.0,work,./ETRI_data_RP_png/user04/1599522960/RP/1599555720.png,user04,37.47770347499999,127.122606625
94321,1598955420.0,household,./ETRI_data_RP_png/user04/1598912400/RP/1598955420.png,user04,37.43491748,127.13882649
94329,1598955420.0,work,./ETRI_data_RP_png/user02/1598886000/RP/1598955420.png,user02,37.52157718888888,127.03276973333332
94352,1600860780.0,outdoor_act,./ETRI_data_RP_png/user04/1600816860/RP/1600860780.png,user04,37.4812135,127.14260420833334
94357,1601179020.0,travel,./ETRI_data_RP_png/user04/1601163000/RP/1601179020.png,user04,37.439730915,127.14536446000002
94377,1598956200.0,meal,./ETRI_data_RP_png/user04/1598912400/RP/1598956200.png,user04,37.43494364166666,127.13884605
94379,1598956200.0,meal,./ETRI_data_RP_png/user02/1598886000/RP/1598956200.png,user02,37.521636675,127.03273700625
94386,1600077300.0,socialising,./ETRI_data_RP_png/user04/1600035000/RP/1600077300.png,user04,37.48123420909091,127.1421591818182
94388,1598861940.0,work,./ETRI_data_RP_png/user04/1598828400/RP/1598861940.png,user04,37.47771253333334,127.12266275833332
94395,1599541440.0,work,./ETRI_data_RP_png/user04/1599522960/RP/1599541440.png,user04,37.47787755,127.122727165
94396,1599541440.0,shop,./ETRI_data_RP_png/user12/1599520200/RP/1599541440.png,user12,37.613819541666665,126.92722628333333
94402,1599359340.0,entertainment,./ETRI_data_RP_png/user12/1599345000/RP/1599359340.png,user12,37.50669173333333,127.45430444166668
94410,1599359340.0,socialising,./ETRI_data_RP_png/user04/1599347400/RP/1599359340.png,user04,37.434941995,127.139024015
94423,1599122040.0,work,./ETRI_data_RP_png/user02/1599058800/RP/1599122040.png,user02,37.52113134444444,127.03284348888889
94427,1599122040.0,work,./ETRI_data_RP_png/user04/1599085500/RP/1599122040.png,user04,37.477762925,127.12248907500002
94430,1600652820.0,work,./ETRI_data_RP_png/user02/1600614000/RP/1600652820.png,user02,37.52151718888889,127.0327046888889
94436,1600652820.0,work,./ETRI_data_RP_png/user04/1600640400/RP/1600652820.png,user04,37.477709325000006,127.12251996666664
94445,1599873420.0,recreation_media,./ETRI_data_RP_png/user04/1599859800/RP/1599873420.png,user04,37.43497615,127.13890094166663
94452,1599873420.0,personal_care,./ETRI_data_RP_png/user06/1599836400/RP/1599873420.png,user06,37.51358888,127.045812775
94457,1599961200.0,personal_care,./ETRI_data_RP_png/user05/1599958380/RP/1599961200.png,user05,37.49182771666667,127.03045031666666
94464,1599222480.0,recreation_etc,./ETRI_data_RP_png/user04/1599174600/RP/1599222480.png,user04,37.43494849166667,127.13888339166664
94471,1600501320.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600501320.png,user04,37.43492819166666,127.13885195
94486,1599549360.0,work,./ETRI_data_RP_png/user04/1599522960/RP/1599549360.png,user04,37.47768872727273,127.12263278181818
94506,1600571100.0,meal,./ETRI_data_RP_png/user04/1600558200/RP/1600571100.png,user04,37.4349226090909,127.13886990000002
94511,1599134160.0,outdoor_act,./ETRI_data_RP_png/user04/1599085500/RP/1599134160.png,user04,37.433572533333326,127.13683348095236
94519,1601090280.0,recreation_media,./ETRI_data_RP_png/user04/1601079300/RP/1601090280.png,user04,37.43497522500001,127.13889653333332
94548,1600425900.0,personal_care,./ETRI_data_RP_png/user06/1600389540/RP/1600425900.png,user06,37.513672165,127.04581026000002
94555,1600425900.0,outdoor_act,./ETRI_data_RP_png/user04/1600380900/RP/1600425900.png,user04,37.48121472142857,127.14260177857145
94558,1598860560.0,work,./ETRI_data_RP_png/user04/1598828400/RP/1598860560.png,user04,37.47774797499999,127.12260505833332
94562,1599022020.0,work,./ETRI_data_RP_png/user04/1599001800/RP/1599022020.png,user04,37.477597672222224,127.12309318888887
94565,1599022020.0,work,./ETRI_data_RP_png/user02/1598972400/RP/1599022020.png,user02,37.52156641111112,127.03269736666668
94575,1598870040.0,travel,./ETRI_data_RP_png/user04/1598828400/RP/1598870040.png,user04,37.43496973333333,127.13887015833332
94591,1600753200.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600753200.png,user02,37.521509692307696,127.03270570769232
94596,1599358800.0,work,./ETRI_data_RP_png/user04/1599347400/RP/1599358800.png,user04,37.43495623333333,127.13888629166668
94600,1599358800.0,entertainment,./ETRI_data_RP_png/user12/1599345000/RP/1599358800.png,user12,37.518535058333335,127.37680515833335
94619,1600949040.0,household,./ETRI_data_RP_png/user04/1600899900/RP/1600949040.png,user04,37.43496463333333,127.13888136666668
94627,1600581900.0,recreation_etc,./ETRI_data_RP_png/user04/1600558200/RP/1600581900.png,user04,37.43494615833333,127.13887953333332
94636,1599275220.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599275220.png,user04,35.1617982,126.882903285
94645,1601037960.0,socialising,./ETRI_data_RP_png/user04/1600986000/RP/1601037960.png,user04,37.468211285,127.14486731
94655,1600322460.0,work,./ETRI_data_RP_png/user04/1600294800/RP/1600322460.png,user04,37.59971398,127.01469266666666
94664,1601189940.0,work,./ETRI_data_RP_png/user04/1601163000/RP/1601189940.png,user04,37.434972075,127.138885225
94683,1601106660.0,travel,./ETRI_data_RP_png/user02/1601046000/RP/1601106660.png,user02,37.521666975,127.01892665833334
94685,1601106660.0,shop,./ETRI_data_RP_png/user12/1601076000/RP/1601106660.png,user12,37.579799900000005,126.96360282222224
94696,1601106660.0,socialising,./ETRI_data_RP_png/user04/1601079300/RP/1601106660.png,user04,37.4349753,127.13889380833332
94718,1599285660.0,shop,./ETRI_data_RP_png/user12/1599257400/RP/1599285660.png,user12,36.61502875833333,126.41644429166668
94728,1599285660.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599285660.png,user04,35.28406445,126.449020705
94733,1600218600.0,work,./ETRI_data_RP_png/user04/1600207800/RP/1600218600.png,user04,37.47768314166667,127.12252814166663
94737,1598845020.0,work,./ETRI_data_RP_png/user04/1598828400/RP/1598845020.png,user04,37.65000693333334,127.012628025
94743,1600392120.0,work,./ETRI_data_RP_png/user04/1600380900/RP/1600392120.png,user04,37.47768270909091,127.12288443636363
94750,1601628780.0,sleep,./ETRI_data_RP_png/user06/1601564400/RP/1601628780.png,user06,37.51363499,127.04582741999998
94757,1600584240.0,recreation_etc,./ETRI_data_RP_png/user04/1600558200/RP/1600584240.png,user04,37.43483411,127.138941985
94765,1600923240.0,work,./ETRI_data_RP_png/user04/1600899900/RP/1600923240.png,user04,37.47766641818182,127.12232379090908
94769,1599270660.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599270660.png,user04,36.07241028,126.99909154999996
94775,1599701400.0,work,./ETRI_data_RP_png/user04/1599690000/RP/1599701400.png,user04,37.47768755,127.12240113333333
94781,1600218660.0,work,./ETRI_data_RP_png/user04/1600207800/RP/1600218660.png,user04,37.477711041666666,127.12289265833331
94791,1601190300.0,work,./ETRI_data_RP_png/user04/1601163000/RP/1601190300.png,user04,37.43494145833333,127.138864875
94810,1599565080.0,outdoor_act,./ETRI_data_RP_png/user04/1599522960/RP/1599565080.png,user04,37.43496035,127.138879925
94823,1599277020.0,travel,./ETRI_data_RP_png/user04/1599261300/RP/1599277020.png,user04,35.185748800000006,126.92281615555557
94827,1601010360.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1601010360.png,user02,37.52153463333334,127.03271153333334
94836,1601010360.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1601010360.png,user04,37.47767384166667,127.12228520833332
94840,1600840380.0,work,./ETRI_data_RP_png/user04/1600816860/RP/1600840380.png,user04,37.47775357272727,127.12240939999998
94844,1600840380.0,work,./ETRI_data_RP_png/user02/1600786800/RP/1600840380.png,user02,37.52151885555556,127.03271356666669
94858,1599963960.0,personal_care,./ETRI_data_RP_png/user02/1599922800/RP/1599963960.png,user02,37.52977423333333,127.03757625833332
94863,1600777980.0,travel,./ETRI_data_RP_png/user04/1600726800/RP/1600777980.png,user04,37.46711749499999,127.12636432
94873,1599298740.0,recreation_etc,./ETRI_data_RP_png/user04/1599261300/RP/1599298740.png,user04,35.142080308333334,126.794041525
94881,1599865200.0,socialising,./ETRI_data_RP_png/user04/1599859800/RP/1599865200.png,user04,37.43492026363637,127.13884264545452
94892,1600993620.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1600993620.png,user02,37.52154080909091,127.03271576363636
94897,1600993620.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1600993620.png,user04,37.47766315,127.12230715833331
94904,1600402140.0,work,./ETRI_data_RP_png/user04/1600380900/RP/1600402140.png,user04,37.47771325,127.12247695
94911,1600073280.0,work,./ETRI_data_RP_png/user04/1600035000/RP/1600073280.png,user04,37.47767993333333,127.12263820833334
94927,1601116620.0,personal_care,./ETRI_data_RP_png/user02/1601046000/RP/1601116620.png,user02,37.53538334615384,127.00975933846156
94938,1601116620.0,socialising,./ETRI_data_RP_png/user04/1601079300/RP/1601116620.png,user04,37.43495678333333,127.13885586666667
94945,1600083780.0,outdoor_act,./ETRI_data_RP_png/user04/1600035000/RP/1600083780.png,user04,37.481232375,127.1425697
94962,1600510200.0,socialising,./ETRI_data_RP_png/user04/1600470000/RP/1600510200.png,user04,37.43495285,127.13887320000002
94976,1599910320.0,travel,./ETRI_data_RP_png/user04/1599859800/RP/1599910320.png,user04,37.52211954166667,127.03143119166668
94985,1599910320.0,sleep,./ETRI_data_RP_png/user02/1599893100/RP/1599910320.png,user02,37.52997823333334,127.03765219999998
94996,1599391260.0,hobby,./ETRI_data_RP_png/user04/1599347400/RP/1599391260.png,user04,37.434919175000005,127.13887981666664
95015,1600495320.0,work,./ETRI_data_RP_png/user04/1600470000/RP/1600495320.png,user04,37.43494484166667,127.13886050833334
95023,1600916160.0,meal,./ETRI_data_RP_png/user04/1600899900/RP/1600916160.png,user04,37.477497325,127.1252382
95035,1600256640.0,outdoor_act,./ETRI_data_RP_png/user04/1600207800/RP/1600256640.png,user04,37.48123411666667,127.14256451666664
95039,1600410840.0,work,./ETRI_data_RP_png/user04/1600380900/RP/1600410840.png,user04,37.477729463636365,127.12240875454546
95045,1599542160.0,shop,./ETRI_data_RP_png/user12/1599520200/RP/1599542160.png,user12,37.61407570833333,126.92713491666666
95050,1599542160.0,work,./ETRI_data_RP_png/user04/1599522960/RP/1599542160.png,user04,37.47770200833333,127.12305395833332
95053,1599023640.0,work,./ETRI_data_RP_png/user02/1598972400/RP/1599023640.png,user02,37.52156353333333,127.03270702222224
95062,1599023640.0,work,./ETRI_data_RP_png/user04/1599001800/RP/1599023640.png,user04,37.47769296666666,127.12269325833331
95065,1600999620.0,work,./ETRI_data_RP_png/user02/1600961640/RP/1600999620.png,user02,37.521593877777775,127.03269944444445
95070,1600999620.0,work,./ETRI_data_RP_png/user04/1600986000/RP/1600999620.png,user04,37.47770834166666,127.12308675
95078,1600759080.0,work,./ETRI_data_RP_png/user02/1600700400/RP/1600759080.png,user02,37.52151724444444,127.03269574444444
95084,1599034200.0,work,./ETRI_data_RP_png/user02/1598972400/RP/1599034200.png,user02,37.521567644444445,127.03271655555557
95089,1599034200.0,work,./ETRI_data_RP_png/user04/1599001800/RP/1599034200.png,user04,37.47789818947369,127.12271711052632
95096,1600588380.0,recreation_media,./ETRI_data_RP_png/user04/1600558200/RP/1600588380.png,user04,37.43499919166667,127.13888465833334
95098,1600588380.0,entertainment,./ETRI_data_RP_png/user12/1600554660/RP/1600588380.png,user12,37.61409569,126.92779787000002
95110,1599967380.0,travel,./ETRI_data_RP_png/user04/1599957060/RP/1599967380.png,user04,37.53809747,127.04277051
95114,1599967380.0,study,./ETRI_data_RP_png/user02/1599922800/RP/1599967380.png,user02,37.529799358333335,127.03759429166666
95126,1600950420.0,socialising,./ETRI_data_RP_png/user04/1600899900/RP/1600950420.png,user04,37.434930220000005,127.13887387333332
95131,1599965700.0,meal,./ETRI_data_RP_png/user04/1599957060/RP/1599965700.png,user04,37.55202065454546,126.90685473636364
