ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity
1598873940.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874000.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874060.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874120.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874180.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874240.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874300.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874360.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874420.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874480.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874540.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874600.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874660.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874720.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874780.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874840.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874900.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598874960.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875020.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875080.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875140.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875200.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875260.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875320.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875380.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875440.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875500.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875560.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875620.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875680.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875740.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875800.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875860.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875920.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598875980.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876040.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876100.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876160.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876220.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876280.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876340.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876400.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876460.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876520.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876580.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876640.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876700.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876760.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876820.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876880.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598876940.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877000.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877060.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877120.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877180.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877240.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877300.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877360.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877420.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877480.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877540.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877600.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877660.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877720.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877780.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877840.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877900.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598877960.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878020.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878080.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878140.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878200.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878260.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878320.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878380.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878440.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878500.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878560.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878620.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878680.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878740.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878800.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878860.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878920.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598878980.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879040.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879100.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879160.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879220.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879280.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879340.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879400.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879460.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879520.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879580.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879640.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879700.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879760.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879820.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879880.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598879940.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880000.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880060.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880120.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880180.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880240.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880300.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880360.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880420.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880480.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880540.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880600.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880660.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880720.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880780.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880840.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880900.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598880960.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881020.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881080.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881140.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881200.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881260.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881320.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881380.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881440.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881500.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881560.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881620.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881680.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881740.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881800.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881860.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881920.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598881980.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598882040.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598882100.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598882160.0,recreation_media,725,,,ALONE,,,home,7,6,3
1598882220.0,recreation_media,725,,,ALONE,,,home,7,6,3
