,ts,action,img_path
6272,1600854600.0,recreation_etc,./train/data/user01/1600831800/RP/1600854600.png
38983,1600143540.0,work,./train/data/user04/1600122300/RP/1600143540.png
4797,1600492020.0,household,./train/data/user01/1600450920/RP/1600492020.png
33898,1599434160.0,travel,./train/data/user04/1599430860/RP/1599434160.png
20398,1600238460.0,work,./train/data/user03/1600192800/RP/1600238460.png
37218,1599986160.0,household,./train/data/user04/1599957060/RP/1599986160.png
41205,1600475400.0,recreation_media,./train/data/user04/1600470000/RP/1600475400.png
27410,1601107380.0,recreation_media,./train/data/user03/1601054580/RP/1601107380.png
24102,1600735320.0,work,./train/data/user03/1600707600/RP/1600735320.png
28108,1601208780.0,recreation_media,./train/data/user03/1601141400/RP/1601208780.png
23889,1600684140.0,household,./train/data/user03/1600635600/RP/1600684140.png
10148,1599120840.0,work,./train/data/user02/1599058800/RP/1599120840.png
24032,1600742700.0,meal,./train/data/user03/1600707600/RP/1600742700.png
21217,1600342860.0,sleep,./train/data/user03/1600286400/RP/1600342860.png
6280,1600871160.0,recreation_media,./train/data/user01/1600831800/RP/1600871160.png
8025,1601203320.0,recreation_media,./train/data/user01/1601166300/RP/1601203320.png
29209,1598927460.0,work,./train/data/user04/1598912400/RP/1598927460.png
35569,1599781020.0,socialising,./train/data/user04/1599776160/RP/1599781020.png
35887,1599795900.0,meal,./train/data/user04/1599776160/RP/1599795900.png
29932,1599042600.0,meal,./train/data/user04/1599001800/RP/1599042600.png
40288,1600344240.0,work,./train/data/user04/1600294800/RP/1600344240.png
44437,1600867200.0,socialising,./train/data/user04/1600816860/RP/1600867200.png
38411,1600159620.0,work,./train/data/user04/1600122300/RP/1600159620.png
17091,1599469020.0,household,./train/data/user03/1599422400/RP/1599469020.png
31110,1599224100.0,recreation_etc,./train/data/user04/1599174600/RP/1599224100.png
15033,1599039540.0,meal,./train/data/user03/1598986800/RP/1599039540.png
39594,1600256520.0,outdoor_act,./train/data/user04/1600207800/RP/1600256520.png
2978,1600000320.0,recreation_media,./train/data/user01/1599922800/RP/1600000320.png
7904,1601192040.0,sleep,./train/data/user01/1601166300/RP/1601192040.png
41969,1600572660.0,meal,./train/data/user04/1600558200/RP/1600572660.png
11718,1600658040.0,meal,./train/data/user02/1600614000/RP/1600658040.png
27922,1601206680.0,outdoor_act,./train/data/user03/1601141400/RP/1601206680.png
43003,1600680840.0,work,./train/data/user04/1600640400/RP/1600680840.png
28218,1598859300.0,work,./train/data/user04/1598828400/RP/1598859300.png
24700,1600731240.0,travel,./train/data/user03/1600707600/RP/1600731240.png
22335,1600500000.0,travel,./train/data/user03/1600448400/RP/1600500000.png
27458,1601106600.0,recreation_media,./train/data/user03/1601054580/RP/1601106600.png
47515,1601182380.0,socialising,./train/data/user04/1601163000/RP/1601182380.png
25833,1600905120.0,travel,./train/data/user03/1600876800/RP/1600905120.png
15891,1599208980.0,socialising,./train/data/user03/1599147360/RP/1599208980.png
30513,1599122460.0,work,./train/data/user04/1599085500/RP/1599122460.png
9170,1598930400.0,meal,./train/data/user02/1598886000/RP/1598930400.png
36086,1599891900.0,personal_care,./train/data/user04/1599859800/RP/1599891900.png
285,1599300840.0,work,./train/data/user01/1599269580/RP/1599300840.png
26490,1601012040.0,work,./train/data/user03/1600963200/RP/1601012040.png
2746,1599995580.0,recreation_media,./train/data/user01/1599922800/RP/1599995580.png
14857,1598937600.0,work,./train/data/user03/1598886300/RP/1598937600.png
41301,1600506900.0,meal,./train/data/user04/1600470000/RP/1600506900.png
18439,1600002360.0,personal_care,./train/data/user03/1599928800/RP/1600002360.png
14566,1598876220.0,recreation_media,./train/data/user03/1598818020/RP/1598876220.png
12630,1600765680.0,meal,./train/data/user02/1600700400/RP/1600765680.png
21280,1600325820.0,travel,./train/data/user03/1600286400/RP/1600325820.png
42597,1600587420.0,recreation_media,./train/data/user04/1600558200/RP/1600587420.png
18414,1599997260.0,travel,./train/data/user03/1599928800/RP/1599997260.png
29753,1599025260.0,work,./train/data/user04/1599001800/RP/1599025260.png
26464,1601014140.0,work,./train/data/user03/1600963200/RP/1601014140.png
30308,1599111840.0,work,./train/data/user04/1599085500/RP/1599111840.png
29948,1599040980.0,household,./train/data/user04/1599001800/RP/1599040980.png
23157,1600567080.0,personal_care,./train/data/user03/1600533000/RP/1600567080.png
15847,1599212160.0,recreation_media,./train/data/user03/1599147360/RP/1599212160.png
23150,1600610340.0,recreation_media,./train/data/user03/1600533000/RP/1600610340.png
31951,1599285720.0,travel,./train/data/user04/1599261300/RP/1599285720.png
30436,1599118020.0,work,./train/data/user04/1599085500/RP/1599118020.png
5315,1600528260.0,recreation_media,./train/data/user01/1600527600/RP/1600528260.png
26193,1600906080.0,work,./train/data/user03/1600876800/RP/1600906080.png
40679,1600418940.0,work,./train/data/user04/1600380900/RP/1600418940.png
39231,1600239540.0,work,./train/data/user04/1600207800/RP/1600239540.png
8267,1601207160.0,household,./train/data/user01/1601166300/RP/1601207160.png
19203,1600086180.0,recreation_media,./train/data/user03/1600020000/RP/1600086180.png
2864,1599989760.0,meal,./train/data/user01/1599922800/RP/1599989760.png
33680,1599437220.0,work,./train/data/user04/1599430860/RP/1599437220.png
3667,1600081080.0,meal,./train/data/user01/1600013400/RP/1600081080.png
43937,1600739100.0,work,./train/data/user04/1600726800/RP/1600739100.png
3754,1600071120.0,work,./train/data/user01/1600013400/RP/1600071120.png
34512,1599550680.0,work,./train/data/user04/1599522960/RP/1599550680.png
28975,1598915040.0,travel,./train/data/user04/1598912400/RP/1598915040.png
3359,1600053720.0,travel,./train/data/user01/1600013400/RP/1600053720.png
23087,1600573860.0,socialising,./train/data/user03/1600533000/RP/1600573860.png
12942,1600825440.0,work,./train/data/user02/1600786800/RP/1600825440.png
11488,1600600500.0,meal,./train/data/user02/1600592340/RP/1600600500.png
1036,1599480360.0,household,./train/data/user01/1599442080/RP/1599480360.png
7696,1601114820.0,travel,./train/data/user01/1601085900/RP/1601114820.png
25503,1600902840.0,travel,./train/data/user03/1600876800/RP/1600902840.png
31336,1599215160.0,meal,./train/data/user04/1599174600/RP/1599215160.png
16379,1599287640.0,meal,./train/data/user03/1599231660/RP/1599287640.png
27475,1601212080.0,recreation_media,./train/data/user03/1601141400/RP/1601212080.png
30754,1599128400.0,household,./train/data/user04/1599085500/RP/1599128400.png
12860,1600848300.0,work,./train/data/user02/1600786800/RP/1600848300.png
7926,1601185140.0,meal,./train/data/user01/1601166300/RP/1601185140.png
268,1599305820.0,meal,./train/data/user01/1599269580/RP/1599305820.png
18105,1600003380.0,recreation_media,./train/data/user03/1599928800/RP/1600003380.png
11497,1600596240.0,meal,./train/data/user02/1600592340/RP/1600596240.png
30415,1599098520.0,work,./train/data/user04/1599085500/RP/1599098520.png
47612,1601184240.0,socialising,./train/data/user04/1601163000/RP/1601184240.png
6493,1600851420.0,recreation_media,./train/data/user01/1600831800/RP/1600851420.png
18079,1600000740.0,outdoor_act,./train/data/user03/1599928800/RP/1600000740.png
31950,1599273780.0,travel,./train/data/user04/1599261300/RP/1599273780.png
18991,1600066440.0,travel,./train/data/user03/1600020000/RP/1600066440.png
29081,1598920500.0,work,./train/data/user04/1598912400/RP/1598920500.png
8677,1598928540.0,work,./train/data/user02/1598886000/RP/1598928540.png
36769,1599871020.0,recreation_media,./train/data/user04/1599859800/RP/1599871020.png
23765,1600691460.0,recreation_media,./train/data/user03/1600635600/RP/1600691460.png
40535,1600388040.0,work,./train/data/user04/1600380900/RP/1600388040.png
27593,1601181540.0,meal,./train/data/user03/1601141400/RP/1601181540.png
7038,1601011620.0,recreation_media,./train/data/user01/1601002200/RP/1601011620.png
15144,1599041520.0,recreation_media,./train/data/user03/1598986800/RP/1599041520.png
25634,1600911720.0,work,./train/data/user03/1600876800/RP/1600911720.png
38518,1600142580.0,work,./train/data/user04/1600122300/RP/1600142580.png
11167,1599984180.0,work,./train/data/user02/1599922800/RP/1599984180.png
30268,1599116580.0,work,./train/data/user04/1599085500/RP/1599116580.png
37645,1600068780.0,work,./train/data/user04/1600035000/RP/1600068780.png
19483,1600174620.0,recreation_etc,./train/data/user03/1600106400/RP/1600174620.png
26341,1601009400.0,work,./train/data/user03/1600963200/RP/1601009400.png
8167,1601180460.0,meal,./train/data/user01/1601166300/RP/1601180460.png
16341,1599296940.0,recreation_media,./train/data/user03/1599231660/RP/1599296940.png
31566,1599195060.0,work,./train/data/user04/1599174600/RP/1599195060.png
4034,1600322340.0,recreation_etc,./train/data/user01/1600315920/RP/1600322340.png
4020,1600326180.0,work,./train/data/user01/1600315920/RP/1600326180.png
29166,1598947740.0,work,./train/data/user04/1598912400/RP/1598947740.png
2828,1600005600.0,travel,./train/data/user01/1599922800/RP/1600005600.png
33599,1599477240.0,meal,./train/data/user04/1599430860/RP/1599477240.png
26508,1601029560.0,recreation_etc,./train/data/user03/1600963200/RP/1601029560.png
27620,1601193480.0,personal_care,./train/data/user03/1601141400/RP/1601193480.png
12118,1600752420.0,work,./train/data/user02/1600700400/RP/1600752420.png
45106,1600920360.0,travel,./train/data/user04/1600899900/RP/1600920360.png
3290,1600071060.0,work,./train/data/user01/1600013400/RP/1600071060.png
19039,1600089540.0,household,./train/data/user03/1600020000/RP/1600089540.png
3643,1600051860.0,personal_care,./train/data/user01/1600013400/RP/1600051860.png
29933,1599041640.0,household,./train/data/user04/1599001800/RP/1599041640.png
2734,1599999540.0,recreation_media,./train/data/user01/1599922800/RP/1599999540.png
39842,1600236000.0,work,./train/data/user04/1600207800/RP/1600236000.png
34391,1599553140.0,work,./train/data/user04/1599522960/RP/1599553140.png
5885,1600594080.0,hobby,./train/data/user01/1600527600/RP/1600594080.png
39181,1600229220.0,work,./train/data/user04/1600207800/RP/1600229220.png
45378,1600935060.0,work,./train/data/user04/1600899900/RP/1600935060.png
43266,1600642500.0,personal_care,./train/data/user04/1600640400/RP/1600642500.png
39246,1600259820.0,outdoor_act,./train/data/user04/1600207800/RP/1600259820.png
30652,1599095700.0,work,./train/data/user04/1599085500/RP/1599095700.png
40105,1600300860.0,work,./train/data/user04/1600294800/RP/1600300860.png
29922,1599018660.0,travel,./train/data/user04/1599001800/RP/1599018660.png
7763,1601195580.0,sleep,./train/data/user01/1601166300/RP/1601195580.png
37549,1599985200.0,recreation_media,./train/data/user04/1599957060/RP/1599985200.png
12564,1600774080.0,work,./train/data/user02/1600700400/RP/1600774080.png
8253,1601177340.0,travel,./train/data/user01/1601166300/RP/1601177340.png
18214,1599974880.0,household,./train/data/user03/1599928800/RP/1599974880.png
32420,1599283320.0,travel,./train/data/user04/1599261300/RP/1599283320.png
30797,1599095940.0,work,./train/data/user04/1599085500/RP/1599095940.png
10211,1599125640.0,meal,./train/data/user02/1599058800/RP/1599125640.png
25594,1600923000.0,work,./train/data/user03/1600876800/RP/1600923000.png
11171,1599979860.0,recreation_media,./train/data/user02/1599922800/RP/1599979860.png
899,1599451980.0,travel,./train/data/user01/1599442080/RP/1599451980.png
15206,1599025260.0,work,./train/data/user03/1598986800/RP/1599025260.png
9576,1599040320.0,socialising,./train/data/user02/1598972400/RP/1599040320.png
22376,1600510260.0,meal,./train/data/user03/1600448400/RP/1600510260.png
3865,1600096560.0,recreation_media,./train/data/user01/1600095660/RP/1600096560.png
28436,1598829300.0,meal,./train/data/user04/1598828400/RP/1598829300.png
6873,1601031480.0,outdoor_act,./train/data/user01/1601002200/RP/1601031480.png
31733,1599306840.0,travel,./train/data/user04/1599261300/RP/1599306840.png
34260,1599561420.0,meal,./train/data/user04/1599522960/RP/1599561420.png
1417,1599449400.0,work,./train/data/user01/1599442080/RP/1599449400.png
46997,1601082120.0,household,./train/data/user04/1601079300/RP/1601082120.png
7496,1601130540.0,recreation_media,./train/data/user01/1601085900/RP/1601130540.png
122,1599306960.0,work,./train/data/user01/1599269580/RP/1599306960.png
1587,1599547920.0,personal_care,./train/data/user01/1599531660/RP/1599547920.png
73,1598874060.0,work,./train/data/user01/1598832660/RP/1598874060.png
26902,1601030520.0,recreation_etc,./train/data/user03/1600963200/RP/1601030520.png
47092,1601121000.0,household,./train/data/user04/1601079300/RP/1601121000.png
12137,1600767360.0,meal,./train/data/user02/1600700400/RP/1600767360.png
40047,1600300620.0,work,./train/data/user04/1600294800/RP/1600300620.png
40436,1600413180.0,work,./train/data/user04/1600380900/RP/1600413180.png
11306,1599978300.0,recreation_media,./train/data/user02/1599922800/RP/1599978300.png
21395,1600404840.0,work,./train/data/user03/1600371000/RP/1600404840.png
20849,1600337340.0,socialising,./train/data/user03/1600286400/RP/1600337340.png
12584,1600745700.0,meal,./train/data/user02/1600700400/RP/1600745700.png
16709,1599380580.0,household,./train/data/user03/1599328800/RP/1599380580.png
29506,1598956500.0,meal,./train/data/user04/1598912400/RP/1598956500.png
39250,1600255140.0,outdoor_act,./train/data/user04/1600207800/RP/1600255140.png
23710,1600660740.0,household,./train/data/user03/1600635600/RP/1600660740.png
12777,1600840680.0,work,./train/data/user02/1600786800/RP/1600840680.png
43654,1600729920.0,travel,./train/data/user04/1600726800/RP/1600729920.png
22367,1600497360.0,travel,./train/data/user03/1600448400/RP/1600497360.png
3220,1600058820.0,meal,./train/data/user01/1600013400/RP/1600058820.png
44481,1600852680.0,work,./train/data/user04/1600816860/RP/1600852680.png
8442,1601212140.0,travel,./train/data/user01/1601166300/RP/1601212140.png
42730,1600661820.0,work,./train/data/user04/1600640400/RP/1600661820.png
36788,1599915420.0,socialising,./train/data/user04/1599859800/RP/1599915420.png
12575,1600734000.0,work,./train/data/user02/1600700400/RP/1600734000.png
30784,1599100020.0,work,./train/data/user04/1599085500/RP/1599100020.png
6784,1601006940.0,travel,./train/data/user01/1601002200/RP/1601006940.png
42848,1600669260.0,work,./train/data/user04/1600640400/RP/1600669260.png
23967,1600661100.0,meal,./train/data/user03/1600635600/RP/1600661100.png
26447,1601003580.0,work,./train/data/user03/1600963200/RP/1601003580.png
14855,1598904720.0,sleep,./train/data/user03/1598886300/RP/1598904720.png
21405,1600408200.0,work,./train/data/user03/1600371000/RP/1600408200.png
39431,1600248480.0,work,./train/data/user04/1600207800/RP/1600248480.png
10099,1599102660.0,meal,./train/data/user02/1599058800/RP/1599102660.png
29749,1599038820.0,travel,./train/data/user04/1599001800/RP/1599038820.png
6921,1601032680.0,recreation_media,./train/data/user01/1601002200/RP/1601032680.png
38921,1600130220.0,travel,./train/data/user04/1600122300/RP/1600130220.png
28570,1598852100.0,work,./train/data/user04/1598828400/RP/1598852100.png
389,1599307140.0,work,./train/data/user01/1599269580/RP/1599307140.png
33280,1599475200.0,household,./train/data/user04/1599430860/RP/1599475200.png
4310,1600342920.0,work,./train/data/user01/1600315920/RP/1600342920.png
193,1599297420.0,work,./train/data/user01/1599269580/RP/1599297420.png
21045,1600321980.0,recreation_media,./train/data/user03/1600286400/RP/1600321980.png
43198,1600650900.0,work,./train/data/user04/1600640400/RP/1600650900.png
16571,1599401160.0,recreation_media,./train/data/user03/1599328800/RP/1599401160.png
28061,1601181000.0,meal,./train/data/user03/1601141400/RP/1601181000.png
46339,1601032500.0,outdoor_act,./train/data/user04/1600986000/RP/1601032500.png
3278,1600089300.0,travel,./train/data/user01/1600013400/RP/1600089300.png
35867,1599796260.0,travel,./train/data/user04/1599776160/RP/1599796260.png
35081,1599718620.0,work,./train/data/user04/1599690000/RP/1599718620.png
27450,1601115900.0,recreation_media,./train/data/user03/1601054580/RP/1601115900.png
20327,1600256340.0,sleep,./train/data/user03/1600192800/RP/1600256340.png
2570,1599994680.0,travel,./train/data/user01/1599922800/RP/1599994680.png
18949,1600053240.0,work,./train/data/user03/1600020000/RP/1600053240.png
3955,1600348440.0,travel,./train/data/user01/1600315920/RP/1600348440.png
10540,1599908160.0,sleep,./train/data/user02/1599893100/RP/1599908160.png
6657,1600865520.0,study,./train/data/user01/1600831800/RP/1600865520.png
1295,1599470940.0,travel,./train/data/user01/1599442080/RP/1599470940.png
45825,1601039940.0,socialising,./train/data/user04/1600986000/RP/1601039940.png
26243,1600913040.0,work,./train/data/user03/1600876800/RP/1600913040.png
5488,1600606980.0,travel,./train/data/user01/1600527600/RP/1600606980.png
46140,1601012820.0,work,./train/data/user04/1600986000/RP/1601012820.png
2201,1599904140.0,meal,./train/data/user01/1599890820/RP/1599904140.png
38759,1600139220.0,household,./train/data/user04/1600122300/RP/1600139220.png
38987,1600165140.0,meal,./train/data/user04/1600122300/RP/1600165140.png
5689,1600531560.0,household,./train/data/user01/1600527600/RP/1600531560.png
18331,1600001460.0,outdoor_act,./train/data/user03/1599928800/RP/1600001460.png
43872,1600732500.0,work,./train/data/user04/1600726800/RP/1600732500.png
413,1599285240.0,socialising,./train/data/user01/1599269580/RP/1599285240.png
23712,1600677180.0,meal,./train/data/user03/1600635600/RP/1600677180.png
3504,1600064520.0,recreation_media,./train/data/user01/1600013400/RP/1600064520.png
38836,1600140540.0,meal,./train/data/user04/1600122300/RP/1600140540.png
4870,1600492920.0,travel,./train/data/user01/1600450920/RP/1600492920.png
10103,1599096780.0,work,./train/data/user02/1599058800/RP/1599096780.png
43587,1600730220.0,travel,./train/data/user04/1600726800/RP/1600730220.png
47106,1601106360.0,socialising,./train/data/user04/1601079300/RP/1601106360.png
4464,1600329060.0,work,./train/data/user01/1600315920/RP/1600329060.png
18260,1600004580.0,recreation_media,./train/data/user03/1599928800/RP/1600004580.png
39761,1600211160.0,travel,./train/data/user04/1600207800/RP/1600211160.png
43130,1600661400.0,work,./train/data/user04/1600640400/RP/1600661400.png
8965,1598956860.0,meal,./train/data/user02/1598886000/RP/1598956860.png
6083,1600622520.0,travel,./train/data/user01/1600614000/RP/1600622520.png
17756,1599611400.0,work,./train/data/user03/1599584400/RP/1599611400.png
7199,1601038800.0,meal,./train/data/user01/1601002200/RP/1601038800.png
27424,1601093700.0,household,./train/data/user03/1601054580/RP/1601093700.png
8168,1601172480.0,community_interaction,./train/data/user01/1601166300/RP/1601172480.png
39779,1600233540.0,work,./train/data/user04/1600207800/RP/1600233540.png
19766,1600153560.0,work,./train/data/user03/1600106400/RP/1600153560.png
45896,1601030220.0,outdoor_act,./train/data/user04/1600986000/RP/1601030220.png
15250,1599044160.0,recreation_media,./train/data/user03/1598986800/RP/1599044160.png
32846,1599357060.0,work,./train/data/user04/1599347400/RP/1599357060.png
36689,1599863220.0,recreation_media,./train/data/user04/1599859800/RP/1599863220.png
18041,1599989280.0,socialising,./train/data/user03/1599928800/RP/1599989280.png
39291,1600253640.0,outdoor_act,./train/data/user04/1600207800/RP/1600253640.png
37683,1600052400.0,meal,./train/data/user04/1600035000/RP/1600052400.png
11562,1600596720.0,meal,./train/data/user02/1600592340/RP/1600596720.png
4550,1600359120.0,household,./train/data/user01/1600354800/RP/1600359120.png
14871,1598967300.0,recreation_media,./train/data/user03/1598886300/RP/1598967300.png
42260,1600588500.0,recreation_media,./train/data/user04/1600558200/RP/1600588500.png
10804,1599990240.0,work,./train/data/user02/1599922800/RP/1599990240.png
45789,1601014320.0,work,./train/data/user04/1600986000/RP/1601014320.png
28785,1598851200.0,work,./train/data/user04/1598828400/RP/1598851200.png
17272,1599571560.0,recreation_etc,./train/data/user03/1599510360/RP/1599571560.png
16027,1599294840.0,recreation_media,./train/data/user03/1599231660/RP/1599294840.png
15350,1599039300.0,meal,./train/data/user03/1598986800/RP/1599039300.png
21051,1600332240.0,outdoor_act,./train/data/user03/1600286400/RP/1600332240.png
1769,1599560280.0,travel,./train/data/user01/1599531660/RP/1599560280.png
25931,1600904760.0,travel,./train/data/user03/1600876800/RP/1600904760.png
27013,1601116140.0,recreation_media,./train/data/user03/1601054580/RP/1601116140.png
33667,1599437580.0,work,./train/data/user04/1599430860/RP/1599437580.png
5329,1600609560.0,meal,./train/data/user01/1600527600/RP/1600609560.png
39619,1600240620.0,work,./train/data/user04/1600207800/RP/1600240620.png
12549,1600749180.0,work,./train/data/user02/1600700400/RP/1600749180.png
10979,1599975000.0,recreation_media,./train/data/user02/1599922800/RP/1599975000.png
40905,1600389240.0,work,./train/data/user04/1600380900/RP/1600389240.png
40791,1600422900.0,travel,./train/data/user04/1600380900/RP/1600422900.png
4603,1600354920.0,travel,./train/data/user01/1600354800/RP/1600354920.png
29442,1598940540.0,work,./train/data/user04/1598912400/RP/1598940540.png
26547,1601004900.0,work,./train/data/user03/1600963200/RP/1601004900.png
12167,1600751880.0,work,./train/data/user02/1600700400/RP/1600751880.png
14999,1599018780.0,recreation_media,./train/data/user03/1598986800/RP/1599018780.png
23816,1600669560.0,household,./train/data/user03/1600635600/RP/1600669560.png
18627,1599996120.0,socialising,./train/data/user03/1599928800/RP/1599996120.png
35965,1599782640.0,work,./train/data/user04/1599776160/RP/1599782640.png
26310,1601011200.0,work,./train/data/user03/1600963200/RP/1601011200.png
5918,1600625940.0,travel,./train/data/user01/1600614000/RP/1600625940.png
25583,1600913640.0,work,./train/data/user03/1600876800/RP/1600913640.png
33842,1599445200.0,work,./train/data/user04/1599430860/RP/1599445200.png
6800,1601032080.0,recreation_media,./train/data/user01/1601002200/RP/1601032080.png
27220,1601111100.0,sleep,./train/data/user03/1601054580/RP/1601111100.png
41560,1600493040.0,work,./train/data/user04/1600470000/RP/1600493040.png
11985,1600647120.0,work,./train/data/user02/1600614000/RP/1600647120.png
19911,1600142820.0,work,./train/data/user03/1600106400/RP/1600142820.png
23108,1600580460.0,travel,./train/data/user03/1600533000/RP/1600580460.png
42994,1600657860.0,meal,./train/data/user04/1600640400/RP/1600657860.png
24630,1600741020.0,work,./train/data/user03/1600707600/RP/1600741020.png
47087,1601087040.0,household,./train/data/user04/1601079300/RP/1601087040.png
33466,1599475260.0,household,./train/data/user04/1599430860/RP/1599475260.png
47164,1601201400.0,recreation_media,./train/data/user04/1601163000/RP/1601201400.png
29598,1599042180.0,household,./train/data/user04/1599001800/RP/1599042180.png
24750,1600756200.0,work,./train/data/user03/1600707600/RP/1600756200.png
17819,1599619500.0,work,./train/data/user03/1599584400/RP/1599619500.png
25550,1600912260.0,work,./train/data/user03/1600876800/RP/1600912260.png
9215,1599015660.0,meal,./train/data/user02/1598972400/RP/1599015660.png
12212,1600768080.0,meal,./train/data/user02/1600700400/RP/1600768080.png
44920,1600923060.0,work,./train/data/user04/1600899900/RP/1600923060.png
46297,1601032440.0,outdoor_act,./train/data/user04/1600986000/RP/1601032440.png
44137,1600743780.0,travel,./train/data/user04/1600726800/RP/1600743780.png
1290,1599478860.0,travel,./train/data/user01/1599442080/RP/1599478860.png
26554,1601031540.0,recreation_etc,./train/data/user03/1600963200/RP/1601031540.png
31444,1599208620.0,work,./train/data/user04/1599174600/RP/1599208620.png
28938,1598949360.0,work,./train/data/user04/1598912400/RP/1598949360.png
30767,1599131340.0,meal,./train/data/user04/1599085500/RP/1599131340.png
32749,1599389100.0,household,./train/data/user04/1599347400/RP/1599389100.png
2916,1599979080.0,recreation_media,./train/data/user01/1599922800/RP/1599979080.png
28642,1598846220.0,meal,./train/data/user04/1598828400/RP/1598846220.png
29773,1599029160.0,work,./train/data/user04/1599001800/RP/1599029160.png
46731,1601122920.0,socialising,./train/data/user04/1601079300/RP/1601122920.png
44822,1600916580.0,meal,./train/data/user04/1600899900/RP/1600916580.png
37733,1600046460.0,work,./train/data/user04/1600035000/RP/1600046460.png
25033,1600833720.0,work,./train/data/user03/1600792200/RP/1600833720.png
42736,1600668000.0,work,./train/data/user04/1600640400/RP/1600668000.png
47521,1601193120.0,work,./train/data/user04/1601163000/RP/1601193120.png
21951,1600435980.0,recreation_etc,./train/data/user03/1600371000/RP/1600435980.png
30858,1599093900.0,work,./train/data/user04/1599085500/RP/1599093900.png
41308,1600492260.0,work,./train/data/user04/1600470000/RP/1600492260.png
19858,1600143060.0,work,./train/data/user03/1600106400/RP/1600143060.png
12287,1600760640.0,work,./train/data/user02/1600700400/RP/1600760640.png
24965,1600821420.0,work,./train/data/user03/1600792200/RP/1600821420.png
15285,1599018900.0,recreation_media,./train/data/user03/1598986800/RP/1599018900.png
35593,1599792660.0,meal,./train/data/user04/1599776160/RP/1599792660.png
30543,1599118800.0,work,./train/data/user04/1599085500/RP/1599118800.png
5106,1600520220.0,recreation_media,./train/data/user01/1600450920/RP/1600520220.png
39764,1600227240.0,socialising,./train/data/user04/1600207800/RP/1600227240.png
34402,1599556380.0,travel,./train/data/user04/1599522960/RP/1599556380.png
22743,1600613160.0,recreation_media,./train/data/user03/1600533000/RP/1600613160.png
39789,1600218720.0,work,./train/data/user04/1600207800/RP/1600218720.png
45721,1601009820.0,work,./train/data/user04/1600986000/RP/1601009820.png
32699,1599360120.0,socialising,./train/data/user04/1599347400/RP/1599360120.png
41728,1600500600.0,work,./train/data/user04/1600470000/RP/1600500600.png
8401,1601188500.0,travel,./train/data/user01/1601166300/RP/1601188500.png
4593,1600356060.0,travel,./train/data/user01/1600354800/RP/1600356060.png
40832,1600417260.0,work,./train/data/user04/1600380900/RP/1600417260.png
32109,1599303480.0,meal,./train/data/user04/1599261300/RP/1599303480.png
28291,1598867040.0,shop,./train/data/user04/1598828400/RP/1598867040.png
30789,1599100140.0,work,./train/data/user04/1599085500/RP/1599100140.png
12132,1600766160.0,meal,./train/data/user02/1600700400/RP/1600766160.png
19696,1600168560.0,recreation_etc,./train/data/user03/1600106400/RP/1600168560.png
382,1599287520.0,work,./train/data/user01/1599269580/RP/1599287520.png
18578,1599984600.0,socialising,./train/data/user03/1599928800/RP/1599984600.png
29314,1598947620.0,work,./train/data/user04/1598912400/RP/1598947620.png
43668,1600763400.0,work,./train/data/user04/1600726800/RP/1600763400.png
29311,1598931420.0,work,./train/data/user04/1598912400/RP/1598931420.png
40751,1600422540.0,travel,./train/data/user04/1600380900/RP/1600422540.png
45578,1600998060.0,work,./train/data/user04/1600986000/RP/1600998060.png
29271,1598948340.0,work,./train/data/user04/1598912400/RP/1598948340.png
5476,1600595400.0,personal_care,./train/data/user01/1600527600/RP/1600595400.png
37283,1599985980.0,household,./train/data/user04/1599957060/RP/1599985980.png
31300,1599202560.0,work,./train/data/user04/1599174600/RP/1599202560.png
8711,1598932200.0,meal,./train/data/user02/1598886000/RP/1598932200.png
1210,1599487020.0,recreation_media,./train/data/user01/1599442080/RP/1599487020.png
44177,1600772400.0,work,./train/data/user04/1600726800/RP/1600772400.png
23387,1600682220.0,meal,./train/data/user03/1600635600/RP/1600682220.png
8421,1601189640.0,travel,./train/data/user01/1601166300/RP/1601189640.png
25430,1600847760.0,work,./train/data/user03/1600792200/RP/1600847760.png
19292,1600090620.0,recreation_media,./train/data/user03/1600020000/RP/1600090620.png
1646,1599560400.0,travel,./train/data/user01/1599531660/RP/1599560400.png
38696,1600140900.0,meal,./train/data/user04/1600122300/RP/1600140900.png
31331,1599200100.0,work,./train/data/user04/1599174600/RP/1599200100.png
4903,1600512840.0,travel,./train/data/user01/1600450920/RP/1600512840.png
12542,1600775940.0,work,./train/data/user02/1600700400/RP/1600775940.png
9846,1599090000.0,travel,./train/data/user02/1599058800/RP/1599090000.png
22425,1600521060.0,personal_care,./train/data/user03/1600448400/RP/1600521060.png
29378,1598923980.0,work,./train/data/user04/1598912400/RP/1598923980.png
22708,1600585980.0,sleep,./train/data/user03/1600533000/RP/1600585980.png
23512,1600660380.0,household,./train/data/user03/1600635600/RP/1600660380.png
1121,1599480000.0,household,./train/data/user01/1599442080/RP/1599480000.png
3322,1600058640.0,meal,./train/data/user01/1600013400/RP/1600058640.png
40631,1600419600.0,work,./train/data/user04/1600380900/RP/1600419600.png
14238,1601088720.0,meal,./train/data/user02/1601046000/RP/1601088720.png
8092,1601169240.0,travel,./train/data/user01/1601166300/RP/1601169240.png
14965,1598962500.0,recreation_media,./train/data/user03/1598886300/RP/1598962500.png
19237,1600056000.0,work,./train/data/user03/1600020000/RP/1600056000.png
